1.09774 -56.4066
1.19539 -56.4066
1.29305 -56.4066
1.39071 -56.4066
1.48836 -56.4066
1.58602 -56.4066
1.68367 -56.4066
1.78133 -56.4066
1.87899 -56.4066
1.97664 -56.4066
2.0743 -56.4066
2.17196 -56.4066
2.26961 -56.4066
2.36727 -56.4066
2.46492 -56.4066
2.56258 -56.4066
2.66024 -56.4066
2.75789 -56.4066
2.85555 -56.4066
2.95321 -56.4066
3.05086 -56.4066
3.14852 -56.4066
3.24617 -56.4066
3.34383 -56.4066
3.44149 -56.4066
3.53914 -56.4066
3.6368 -56.4066
3.73446 -56.4066
3.83211 -56.4066
3.92977 -56.4066
4.02742 -56.4066
4.12508 -56.4066
4.22274 -56.4066
4.32039 -56.4066
4.41805 -56.4066
4.51571 -56.4066
4.61336 -56.4066
4.71102 -56.4066
4.80867 -56.4066
4.90633 -56.4066
5.00399 -56.4066
5.10164 -56.4066
5.1993 -56.4066
5.29696 -56.4066
5.39461 -56.4066
5.49227 -56.4066
5.58992 -56.4066
5.68758 -56.4066
5.78524 -56.4066
5.88289 -56.4066
5.98055 -56.4066
6.07821 -56.4066
6.17586 -56.4066
6.27352 -56.4066
6.37117 -56.4066
6.46883 -56.4066
6.56649 -56.4066
6.66414 -56.4066
6.7618 -56.4066
6.85946 -56.4066
6.95711 -56.4066
7.05477 -56.4066
7.15242 -56.4066
7.25008 -56.4066
7.34774 -56.4066
7.44539 -56.4066
7.54305 -56.4066
7.64071 -56.4066
7.73836 -56.4066
7.83602 -56.4066
7.93367 -56.4066
8.03133 -56.4066
8.12899 -56.4066
8.22664 -56.4066
8.3243 -56.4066
8.42196 -56.4066
8.51961 -56.4066
8.61727 -56.4066
8.71492 -56.4066
8.81258 -56.4066
8.91024 -56.4066
9.00789 -56.4066
9.10555 -56.4066
9.20321 -56.4066
9.30086 -56.4066
9.39852 -56.4066
9.49617 -56.4066
9.59383 -56.4066
9.69149 -56.4066
9.78914 -56.4066
9.8868 -56.4066
9.98446 -56.4066
10.0821 -56.4066
10.1798 -56.4066
10.2774 -56.4066
10.3751 -56.4066
10.4727 -56.4066
10.5704 -56.4066
10.668 -56.4066
10.7657 -56.4066
10.8634 -56.4066
10.961 -56.4066
11.0587 -56.4066
11.1563 -56.4066
11.254 -56.4066
11.3516 -56.4066
11.4493 -56.4066
11.547 -56.4066
11.6446 -56.4066
11.7423 -56.4066
11.8399 -56.4066
11.9376 -56.4066
12.0352 -56.4066
12.1329 -56.4066
12.2305 -56.4066
12.3282 -56.4066
12.4259 -56.4066
12.5235 -56.4066
12.6212 -56.4066
12.7188 -56.4066
12.8165 -56.4066
12.9141 -56.4066
13.0118 -56.4066
13.1095 -56.4066
13.2071 -56.4066
13.3048 -56.4066
13.4024 -56.4066
13.5001 -56.4066
13.5977 -56.4066
13.6954 -56.4066
13.793 -56.4066
13.8907 -56.4066
13.9884 -56.4066
14.086 -56.4066
14.1837 -56.4066
14.2813 -56.4066
14.379 -56.4066
14.4766 -56.4066
14.5743 -56.4066
14.672 -56.4066
14.7696 -56.4066
14.8673 -56.4066
14.9649 -56.4066
15.0626 -56.4066
15.1602 -56.4066
15.2579 -56.4066
15.3555 -56.4066
15.4532 -56.4066
15.5509 -56.4066
15.6485 -56.4066
15.7462 -56.4066
15.8438 -56.4066
15.9415 -56.4066
16.0391 -56.4066
16.1368 -56.4066
16.2345 -56.4066
16.3321 -56.4066
16.4298 -56.4066
16.5274 -56.4066
16.6251 -56.4066
16.7227 -56.4066
16.8204 -56.4066
16.918 -56.4066
17.0157 -56.4066
17.1134 -56.4066
17.211 -56.4066
17.3087 -56.4066
17.4063 -56.4066
17.504 -56.4066
17.6016 -56.4066
17.6993 -56.4066
17.797 -56.4066
17.8946 -56.4066
17.9923 -56.4066
18.0899 -56.4066
18.1876 -56.4066
18.2852 -56.4066
18.3829 -56.4066
18.4805 -56.4066
18.5782 -56.4066
18.6759 -56.4066
18.7735 -56.4066
18.8712 -56.4066
18.9688 -56.4066
19.0665 -56.4066
19.1641 -56.4066
19.2618 -56.4066
19.3595 -56.4066
19.4571 -56.4066
19.5548 -56.4066
19.6524 -56.4066
19.7501 -56.4066
