1000 1000 0 0 0 30
1000 1000 0 0 0 31
1000 1000 0 0 0 32
1000 1000 0 0 0 33
1000 1000 0 0 0 34
1000 1000 0 0 0 35
1000 1000 0 0 0 36
1000 1000 0 0 0 37
1000 1000 0 0 0 38
1000 1000 0 0 0 39
1000 1000 0 0 0 40
1000 1000 0 0 0 41
1000 1000 0 0 0 42
1000 1000 0 0 0 43
1000 1000 0 0 0 44
1000 1000 0 0 0 45
1000 1000 0 0 0 46
1000 1000 0 0 0 47
1000 1000 0 0 0 48
1000 1000 0 0 0 49
1000 1000 0 0 0 50
1000 1000 0 0 0 51
1000 1000 0 0 0 52
1000 1000 0 0 0 53
1000 1000 0 0 0 54
1000 1000 0 0 0 55
1000 1000 0 0 0 56
1000 1000 0 0 0 57
1000 1000 0 0 0 58
1000 1000 0 0 0 59
1000 1000 0 0 0 60
1000 1000 0 0 0 61
1000 1000 0 0 0 62
1000 1000 0 0 0 63
1000 1000 0 0 0 64
1000 1000 0 0 0 65
1000 1000 0 0 0 66
1000 1000 0 0 0 67
1000 1000 0 0 0 68
1000 1000 0 0 0 69
1000 1000 0 0 0 70
1000 1000 0 0 0 71
1000 1000 0 0 0 72
1000 1000 0 0 0 73
1000 1000 0 0 0 74
1000 1000 0 0 0 75
1000 1000 0 0 0 76
1000 1000 0 0 0 77
1000 1000 0 0 0 78
1000 1000 0 0 0 79
1000 1000 0 0 0 80
1000 1000 0 0 0 81
1000 1000 0 0 0 82
1000 1000 0 0 0 83
1000 1000 0 0 0 84
1000 1000 0 0 0 85
1000 1000 0 0 0 86
1000 1000 0 0 0 87
1000 999 1 0.001 0.00195902 88
1000 999 1 0.001 0.00195902 89
1000 999 1 0.001 0.00195902 90
1000 998 2 0.002 0.00276909 91
1000 997 3 0.003 0.00338972 92
1000 993 7 0.007 0.00516749 93
1000 989 11 0.011 0.00646473 94
1000 986 14 0.014 0.00728213 95
1000 985 15 0.015 0.0075339 96
1000 980 20 0.02 0.00867729 97
1000 976 24 0.024 0.00948608 98
1000 967 33 0.033 0.011072 99
